"logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B"
"MTF2" -2.33961524377243 8.72844340703997 -17.0385534480827 1.35883519208662e-29 1.32586162251718e-27 56.809842085762
"RIN2" 3.08746724103534 8.43311960767436 16.9942921832837 1.62026941138007e-29 1.57373290636828e-27 56.633673309917
"PODXL" -4.57606596863338 10.3021636304645 -16.986897735434 1.66864824053525e-29 1.61335530565569e-27 56.6042175781981
"SERPINB6" 1.65739403162945 10.8021309539935 16.9758783292923 1.74345938156242e-29 1.67805993236264e-27 56.560308919651
"LOC147645" -1.52495887824415 7.01819540930964 -16.9182218447517 2.19371292490415e-29 2.10191295610974e-27 56.3303146576263
"RCOR2" -3.73203948824421 9.12397713351741 -16.8991506577425 2.3671212795739e-29 2.25789402411733e-27 56.2541455469744
"RBMS3" 1.83790266685257 6.67903911028321 16.8888036938307 2.46691921760609e-29 2.34258208382586e-27 56.2128010152152
"FOXD3" -1.22501337468097 5.90956354347805 -16.8799960586615 2.55520566886442e-29 2.41563465699622e-27 56.1775965912743
"RIMS4" -1.59753955328128 6.76187737374464 -16.8778539984303 2.57715460852165e-29 2.42560423353381e-27 56.1690332057742
"AOF2" -1.13547297536283 11.3042996839098 -16.8528724350381 2.84760920057033e-29 2.66834781080755e-27 56.0691203466034
"ZFP42" -5.05705620656427 8.33890405449661 -16.845005725092 2.93856471912612e-29 2.74150044476016e-27 56.0376412360135
"HS.335413" -2.33515876942987 7.66261279634796 -16.8416440556795 2.97832038922054e-29 2.76645646284323e-27 56.0241869058913
"HELLS" -2.78890633250103 8.06947479354447 -16.8319266864192 3.09631488579219e-29 2.86355277981242e-27 55.985287197177
"C14ORF43" 1.1563013716846 8.12652862497844 16.81240475812 3.34780101775898e-29 3.08273053890698e-27 55.9071023167898
"GRM4" -1.72990392142942 6.47845459752065 -16.7850431370854 3.73533002015182e-29 3.42475020942455e-27 55.7974377538867
"RAI1" 2.45464995173543 7.56002747955116 16.7111383155361 5.02367679606809e-29 4.58620725876242e-27 55.5007515055755
"TMEM50B" 1.80388893973392 9.43531115242832 16.6633729762881 6.08635122214296e-29 5.53259730111978e-27 55.3086292961042
"CNIH2" -1.68331481826799 6.61630003064195 -16.6586902241985 6.20202754818776e-29 5.61375863734051e-27 55.289778590731
"FAM80B" -1.41271892418428 7.43335415568121 -16.6555401352027 6.28108726130466e-29 5.66122911589879e-27 55.2770961375765
"FGF19" -1.93110115947398 6.71717030597211 -16.6519135260775 6.37336524876833e-29 5.72016254036081e-27 55.2624936141633
"OGDHL" -2.40051588722315 6.93643439674082 -16.6352394479148 6.81553439384467e-29 6.09131227275084e-27 55.1953338870806
"NLGN4X" -3.62116405310021 8.87244175394092 -16.6070729854598 7.63385775085922e-29 6.79413339826471e-27 55.0818044869192
"LOC91431" -1.82614507080139 6.95974076322248 -16.5946819934273 8.02456335013942e-29 7.08670791994118e-27 55.0318284980162
"EPAS1" 4.6823001122005 9.5157460578313 16.5945378283158 8.02922574728891e-29 7.08670791994118e-27 55.0312469283061
"HS.249102" -2.77455490764681 7.0538643322098 -16.5909452096579 8.14629936946586e-29 7.16032784660779e-27 55.0167532556441
"PAK1" -1.61898338321258 9.29505196487667 -16.5313141455104 1.03612542065971e-28 9.0697217377995e-27 54.7759430565367
"MSH6" -1.7349685487601 11.5902005920566 -16.5181845440071 1.09253907516436e-28 9.5243437163201e-27 54.7228602355748
"SKAP2" 2.28510965343974 7.69802684131252 16.5142357960738 1.1101036705045e-28 9.62196635651234e-27 54.7068911818196
"C12ORF35" -1.93913966920749 8.50111336906557 -16.5136386746102 1.11278441244043e-28 9.62196635651234e-27 54.7044762010475
"SEC62" 1.39159037201453 8.2289882349107 16.4691287654373 1.33213289525434e-28 1.14373003319059e-26 54.524333186116
"DPPA5" -2.44715567950822 6.42694775749287 -16.4688784435322 1.33348243256671e-28 1.14373003319059e-26 54.5233193524289
"C16ORF30" 2.98109238784749 7.0073588770239 16.4677231175042 1.33972891117534e-28 1.14447283813698e-26 54.5186400397926
"UPF3B" -1.46698085648849 9.81839335976032 -16.4150853413179 1.65793332996639e-28 1.40576952500459e-26 54.3052648526622
"FBXL16" -1.86794609624273 6.52167325088082 -16.4149530032125 1.65882257898619e-28 1.40576952500459e-26 54.3047279533171
"CCDC92" 3.85373181246951 9.30517423627845 16.3790606768457 1.91864873110277e-28 1.61950703013043e-26 54.1590290581649
"DHX33" -1.25724061826529 9.90525247143484 -16.3680915330314 2.00596344204807e-28 1.68651574607923e-26 54.1144687606965
"C13ORF23" -1.43278789317791 9.82639065264451 -16.3345964330492 2.29817054212323e-28 1.91480994992973e-26 53.978305255133
"ADAMTS19" -2.51152329839533 7.77615022443543 -16.3341730690741 2.30212623583838e-28 1.91480994992973e-26 53.9765832867211
"CCDC53" 1.27344334854624 10.0942713381759 16.3339187866269 2.30450541668004e-28 1.91480994992973e-26 53.9755490206141
"CEBPD" 3.75311173268996 9.94379636611236 16.3320805793432 2.32177836960226e-28 1.92165555252178e-26 53.9680720669073
"VPS28" 1.17842723664851 9.78771727006922 16.2697964685216 2.99098928147089e-28 2.46594313977393e-26 53.7144743012706
"C15ORF38" 1.73293043479203 7.67032211495095 16.2686531580052 3.00494102938269e-28 2.46788033343627e-26 53.709814524337
"RAB40B" 1.91092642579515 9.51414635931084 16.2384426169062 3.39834193030725e-28 2.7802358153679e-26 53.5866251610795
"FBXO28" -1.29203398441658 9.89892397186821 -16.2104944154096 3.80839416612427e-28 3.10376828764863e-26 53.4725568965127
"CER1" -2.45018112838587 6.50029157263545 -16.2049539953494 3.89542504476432e-28 3.16257962317488e-26 53.4499322568797
"ENDOD1" 2.37815391834566 7.52916491636252 16.1889203242789 4.15874779682346e-28 3.36352564206205e-26 53.3844356545972
"DKC1" -1.13215648901822 11.6567764566352 -16.1851553791439 4.22313732333969e-28 3.40266492442267e-26 53.3690513046855
"NFKBIL2" -1.08869567098085 6.27370507112874 -16.1780717888893 4.34701950738293e-28 3.48926233741669e-26 53.3401013614181
"HS.348844" 2.49100427275282 8.29331372814133 16.158467498234 4.70930323750973e-28 3.76584921673194e-26 53.2599470506545
"LY96" 3.92408566461339 8.27679927714753 16.1553766314496 4.76913649333436e-28 3.79941207302304e-26 53.2473052105049
"CHST6" -2.20955110922983 7.11438021347201 -16.1512277957146 4.85065605065326e-28 3.84993674826289e-26 53.2303342883101
"BIVM" 1.55356623344707 8.95384164782714 16.1459751726257 4.95588109839595e-28 3.91883073769444e-26 53.2088451343885
"C13ORF25" -2.43340355470018 7.55419356654098 -16.1296659656394 5.29748946185683e-28 4.17344067937617e-26 53.1420995742306
"ME3" 1.6490901873268 7.04626815181241 16.1274487432844 5.34572801589227e-28 4.19590334413448e-26 53.1330229451848
"MBD2" -1.9216717493714 7.65405808932496 -16.1234176311335 5.43456688361102e-28 4.24995118313567e-26 53.1165191951134
"ITGB1BP3" -4.11591647387966 7.88503004286191 -16.1210612132204 5.48718578882958e-28 4.27538201150894e-26 53.106870836602
"HS.519644" -2.35121519380159 6.60911489943924 -16.1073261324212 5.80427123571956e-28 4.50593625748141e-26 53.050618373019
"SP8" -2.05740757381106 6.67970700023985 -16.1017298309802 5.93870246772258e-28 4.59353237057916e-26 53.0276916180161
"UBXD1" 1.49357807565562 9.37476988016238 16.0962409635291 6.07360050582235e-28 4.6808534912807e-26 53.0052011016437
"C9ORF156" 1.09585587794493 8.44986661260979 16.0759975986029 6.59836815491103e-28 5.06692740155641e-26 52.9222210158079
"DLG3" -1.49560788412189 6.96564746231656 -16.0665334502008 6.85915251215771e-28 5.24823860021966e-26 52.8834082964078
"PLP1" -2.92520526010945 7.41563649913724 -16.0572660173459 7.12458015472031e-28 5.4317901244106e-26 52.8453912049417
"CDC25A" -2.75768230269838 8.09442348857546 -16.0497721610916 7.34676217596076e-28 5.58117779445933e-26 52.8146416861978
"ARL5B" -1.63612853794205 7.68163840966573 -16.0422480581103 7.57686658292611e-28 5.73549925570895e-26 52.7837608262608
"DCP2" -1.79943975070052 10.9279962526725 -16.0246476881262 8.14389738208393e-28 6.14286670972721e-26 52.7114960744355
"ZNF525" -1.89633911861013 7.05327059172691 -16.0205332862834 8.28250429392508e-28 6.22534094827139e-26 52.6945971778144
"PARP3" 2.13999293257227 7.7882736422789 16.014609528386 8.48625093931556e-28 6.35602266655568e-26 52.670262990625
"TMUB2" 0.955904632390425 8.38814678882114 16.0120672278001 8.57523466298869e-28 6.40013391285728e-26 52.6598181047612
"LRIG2" -1.28043230436505 8.06307339351761 -16.0086034741324 8.69798543731103e-28 6.46905063765884e-26 52.6455861545954
"HS.202577" 3.51841580003269 8.33137589801986 16.0020368163464 8.93558031435287e-28 6.60088278415159e-26 52.6186007074477
"FBXL3" 1.48081332491917 7.60749341751902 16.001989783131 8.9373054479604e-28 6.60088278415159e-26 52.6184074062186
"CKMT1A" -3.36369347775698 7.85098616449222 -15.9975465471962 9.10180170160867e-28 6.69911501712519e-26 52.6001449295939
"BTBD6" 1.57987979052834 9.45149796697296 15.9875280457316 9.48398664387792e-28 6.95634068627335e-26 52.5589578684493
"MYCN" -4.3239773502181 8.49435055759231 -15.9790551336248 9.81980707329415e-28 7.17790777512164e-26 52.5241148574098
"ASXL1" 1.71814342836228 8.23973296110186 15.9766065192494 9.9190702727144e-28 7.22563506064753e-26 52.514043751919
"LOC647415" -1.80148013385724 6.2906397193577 -15.9757034666978 9.95593333334994e-28 7.22773576565483e-26 52.510329319926
"SP110" 1.88901397619092 7.82453840241686 15.9723399701862 1.00944516338024e-27 7.29628225694508e-26 52.4964936821668
"RNASEL" 2.22757652610359 7.49592435898237 15.9717497848525 1.01189566348493e-27 7.29628225694508e-26 52.494065823992
"UBE2J1" 1.60292124364648 9.45922339762432 15.9708570690626 1.01561369060903e-27 7.29835095031917e-26 52.49039335506
"LOC148709" -1.69991425619918 6.44758391736876 -15.9485931371184 1.11292735204465e-27 7.97073323412181e-26 52.3987706492786
"RBM35A" -2.14122729704619 6.77719579187599 -15.9044869798807 1.33435565430993e-27 9.52452319557939e-26 52.2170734730072
"TRAK2" 1.74175076379901 9.670185095963 15.8927336136907 1.40052083772307e-27 9.96337081578841e-26 52.1686130030442
"MTL5" -1.67126394197157 6.43849266262259 -15.8884230501156 1.42560713730363e-27 1.01080298058619e-25 52.1508356302707
"CCNB1IP1" -1.46688605383982 10.432560473366 -15.875811071567 1.50163627837691e-27 1.0611729328025e-25 52.0988084050873
"DDX6" -1.6057380546305 6.60537809144097 -15.8287443267593 1.82327635947353e-27 1.28420236564111e-25 51.90446802724
"HSPA4" -1.62904840891989 10.3393303686526 -15.8262400761653 1.84221611721272e-27 1.29326003396805e-25 51.8941199470993
"TRIM24" -2.1448340616469 8.71324644461886 -15.8236302802627 1.86216508543016e-27 1.30296426092713e-25 51.8833348790274
"FAM71E1" -2.41043652783973 8.38952910397543 -15.8083087770073 1.98374974726308e-27 1.38348658603387e-25 51.8200007024743
"FLJ35767" -1.72131146073838 6.46645047663032 -15.8038171158331 2.02088726134564e-27 1.40478081490467e-25 51.8014279302109
"SOX21" -4.10805422167397 8.09992782613069 -15.798989056173 2.06158771778995e-27 1.42840496238143e-25 51.7814612936201
"HS.356079" 2.06114991922252 8.49180414197459 15.7725612510425 2.2994620027024e-27 1.58804728115204e-25 51.6721152590344
"JAK1" 1.8813545953401 8.89787351264005 15.7587118503354 2.43497360253716e-27 1.67619169901515e-25 51.6147772102266
"KIAA0773" -1.23179230105032 6.26061760505812 -15.7572294862954 2.44994662116615e-27 1.68105853480081e-25 51.6086386076702
"RFWD3" -1.71992381016137 10.2010008027494 -15.743972049148 2.58805038638889e-27 1.77010996041409e-25 51.5537258896773
"FSD1" -1.89140539655003 7.28414966072521 -15.7388507451398 2.64347623543793e-27 1.80222381423078e-25 51.5325072776532
"ORC1L" -2.40699976116349 7.55574217045445 -15.7264536656079 2.78264777086858e-27 1.89104475188963e-25 51.4811297679477
"ZNF649" -2.61166706585114 8.62538842578765 -15.7228987924262 2.82390071136372e-27 1.91296789908974e-25 51.4663936019886
"MAST1" -1.38017755064178 6.05172715714316 -15.7153975725073 2.91298268826395e-27 1.96704935752579e-25 51.4352931828683
"RBPMS2" -3.5893375573753 11.6898106479661 -15.7145109522233 2.92369728560973e-27 1.96803686589255e-25 51.4316167376395
"CEBPZ" -1.3003231926012 11.8063188866793 -15.7050945578536 3.0399718357293e-27 2.03984987122391e-25 51.3925646761729
"TMEM43" 1.42827912830632 10.7838085308277 15.6954924478137 3.16333950448285e-27 2.11595580502688e-25 51.3527307487349
"SMARCA2" 1.77489770801509 9.92631119758995 15.692298467491 3.20548379797728e-27 2.13742463532209e-25 51.3394780541293
"ZNF589" -2.09024954545435 8.16682644378481 -15.6836863602565 3.32196044890668e-27 2.20816939714668e-25 51.3037375847628
"PLCH1" -2.05713235119566 6.63739171631454 -15.6636874299583 3.60916050433531e-27 2.39160289992886e-25 51.2207049840476
"ZNF614" -1.15066838445615 8.95326660544783 -15.653396139945 3.76657100670903e-27 2.48815937527043e-25 51.1779571774268
"ZNF134" -1.43135811169297 8.66764553516559 -15.643126338151 3.93054924591496e-27 2.58844312724015e-25 51.13528515527
"PSITPTE22" -2.10352303040226 6.44062955987891 -15.6019498342357 4.66353674840599e-27 3.06166944985629e-25 50.9640576571942
"SCARB2" 1.41721690405672 12.3598768719205 15.6007976883368 4.68591767415445e-27 3.06689707221352e-25 50.9592634878502
"ARL2BP" 1.40852744327251 10.7600407375327 15.5994937484922 4.71137781615771e-27 3.07410176464695e-25 50.9538374877899
"C20ORF29" 1.73239412680721 7.4326039936835 15.5860282527637 4.98259058786631e-27 3.24112184692674e-25 50.8977917153981
"C9ORF165" -1.48157872718852 6.15204353081521 -15.5294292986606 6.30571560992677e-27 4.08929502252294e-25 50.661964090109
"GPC4" -3.45987994637406 10.8770254756241 -15.5255360944585 6.40879283321749e-27 4.14350858223007e-25 50.6457274915792
"PTBP2" -1.74095257104178 9.62334380102501 -15.4812944396663 7.70650197592367e-27 4.96742434939007e-25 50.4610821422487
"ZNF273" -1.80547637743278 6.49060779307095 -15.4799621495088 7.74944364231919e-27 4.98001255938886e-25 50.4555178785182
"APPBP2" 1.46052007057943 8.87693607092979 15.4666089382309 8.19338068456889e-27 5.24943977534533e-25 50.3997361703127
"SP100" 1.81710743835352 6.36644634611341 15.4627888848293 8.32503185417976e-27 5.31777034745519e-25 50.3837741024211
"FLJ40125" -1.14920525713563 6.35031867360239 -15.4487765915286 8.82645121590659e-27 5.62118095250147e-25 50.3252079247878
"PRKX" -1.69843174009004 7.85005525881481 -15.4431693412702 9.03552673479765e-27 5.73715490077256e-25 50.30176470225
"HS.233165" -1.62626711477053 6.50445541504001 -15.4240657316397 9.78602044351965e-27 6.1951916920865e-25 50.2218648296286
"TERF2IP" 1.25626936818007 9.67401293774317 15.4175873902348 1.0054534183353e-26 6.34629070071519e-25 50.1947589548233
"ARHGEF12" 1.09140553080928 7.97831918699782 15.4032623972584 1.06749248154321e-26 6.71793863162891e-25 50.1348031381233
"HS.566488" -1.78580549628538 6.2435706395268 -15.3821374976282 1.16608869454876e-26 7.31677658458603e-25 50.0463393796823
"LOC644150" -2.42907156143761 6.79770095977484 -15.3768826972961 1.19200781076215e-26 7.45741121844757e-25 50.0243252849871
"FOXK1" 1.39003259417721 8.26281337750469 15.3725491920841 1.21381876907861e-26 7.56118024096597e-25 50.0061681590031
"RIT2" -1.14763313458442 5.75549099825014 -15.3721783463062 1.21570384204333e-26 7.56118024096597e-25 50.0046142266393
"NKAIN1" -1.21143236611013 5.95873954804789 -15.3614143579603 1.27172310043719e-26 7.88653704647215e-25 49.9595029283916
"ZFHX3" 2.9128773073917 8.26257303553835 15.3587557447128 1.28595530470705e-26 7.95161490884406e-25 49.9483585551494
"CCDC77" -1.23292346586264 9.79549529848622 -15.3547981227298 1.3074391502301e-26 8.06102555494042e-25 49.9317673342408
"CHAF1A" -1.84625578150106 7.27059930846178 -15.3539956393644 1.31183930218497e-26 8.06477855398164e-25 49.9284029049555
"GRIK5" -1.04441966994221 6.39168612096502 -15.3477474681416 1.34661323416891e-26 8.2547003181576e-25 49.902204509923
"LOC402560" 2.59367576542269 7.10742625851511 15.3461619711258 1.35558399174829e-26 8.27054781127229e-25 49.8955557793314
"HS.177654" -3.42294699187084 7.23408222694445 -15.3459170981118 1.3569748418664e-26 8.27054781127229e-25 49.8945288837739
"ZBTB9" -1.15169097444841 9.05015224174317 -15.3427569835603 1.37505342266821e-26 8.35678895816444e-25 49.8812759943854
"SCML2" -1.68523662983053 7.42162591727431 -15.3356827350744 1.41640862884786e-26 8.5835977049068e-25 49.85160341009
"SDPR" 2.88363076784678 7.95272528900776 15.3197428991981 1.51424214122014e-26 9.14165964348008e-25 49.7847212616983
"FOXA3" -3.76607764292329 7.94904090572651 -15.3192943167244 1.51709174657913e-26 9.14165964348008e-25 49.7828385822983
"NOL5A" -1.51200326584855 10.8721593498284 -15.3136645162885 1.55331753096151e-26 9.33350768392155e-25 49.7592084037861
"NR2F2" 2.73469518911409 7.84459886947523 15.3094263056615 1.58116271612898e-26 9.47405975627592e-25 49.7414165436477
"PIPOX" -2.22734783526642 6.54601609999715 -15.297334467251 1.66340142835144e-26 9.93882353439986e-25 49.6906428939886
"FANCD2" -2.01458497904449 8.10972967655693 -15.2890652661606 1.7221095858019e-26 1.02607823528269e-24 49.6559098186337
"C16ORF75" -2.2315294356447 10.0208059299798 -15.277036713373 1.81125456833615e-26 1.07617865706922e-24 49.6053708682429
"ACBD7" -2.81682931091556 7.73121699999343 -15.2634249044598 1.91775378670923e-26 1.13628247345661e-24 49.5481575956229
"TEX261" 1.73203419050423 7.75540654802041 15.2596998637044 1.94798275584934e-26 1.15098725554643e-24 49.5324963758932
"ZNF613" -1.40345868858101 9.27557273914862 -15.2293742593334 2.2126328991751e-26 1.30373724095162e-24 49.4049327092493
"MDN1" -1.59184532185122 7.04966859586265 -15.200282464344 2.50051947224843e-26 1.46929695287835e-24 49.2824494622146
"OAF" 3.49548369683709 8.82808326138745 15.1935370340719 2.57249101122396e-26 1.50742303856047e-24 49.2540343116431
"GYLTL1B" -1.39599456811931 6.3213031457396 -15.1808165128164 2.71394185520202e-26 1.58594113192314e-24 49.2004333859044
"HCFC2" 1.69322552157514 6.66015195976842 15.1797014895101 2.72670817792473e-26 1.58903588089416e-24 49.1957339945554
"GNPDA2" 2.2424052173321 8.48159590161932 15.1751568508694 2.77937017264914e-26 1.61530008039398e-24 49.1765784745057
"C1ORF135" -3.02425816259167 8.50039722228354 -15.1728699728505 2.80625609179813e-26 1.62648156208823e-24 49.1669383609203
"RDM1" -2.66331739756409 7.76336055393531 -15.1709468434451 2.82906822397681e-26 1.63524755957094e-24 49.1588310819679
"E2F3" -1.12079858642889 10.5888391653111 -15.1689996398691 2.85235622608883e-26 1.64424036003077e-24 49.1506218371908
"HS.562084" -1.8363192991965 6.18703035581599 -15.159509365127 2.9686508858558e-26 1.70665332413618e-24 49.110604775049
"PSIP1" -2.06853005258373 10.7319350424584 -15.1493736832015 3.09813432016595e-26 1.77629151278302e-24 49.0678536748915
"PGCP" 2.77181202497265 8.08395823148123 15.1431791319626 3.18005519741259e-26 1.81835898129471e-24 49.0417193943125
"UNQ2541" -1.94351118518741 6.2802042007053 -15.1353135998601 3.28722603965333e-26 1.87460013644681e-24 49.0085283926116
"CIB2" -1.52346763004514 7.27597242921025 -15.1229996493998 3.46236190314286e-26 1.96919518828213e-24 48.9565502218501
"TEX2" 1.86806272572985 9.65711594017764 15.1210251346192 3.49130618274233e-26 1.98036196834966e-24 48.9482138527549
"EXOC2" -0.95511513901578 8.45978558475563 -15.1185739251698 3.52757758183537e-26 1.99561443466011e-24 48.937864200627
